title,company,location,posted,experience,link,found_on
Digital Technology Experienced Professional - Data Science,Baker Hughes,4 Locations,Posted Today,—,https://bakerhughes.wd5.myworkdayjobs.com/en-US/BakerHughes/job/IN-KA-BANGALORE-NEON-BUILDING-WEST-TOWER/Digital-Technology-Experienced-Professional---Data-Science_R163796,2026-06-04 07:06
Data Entry Specialist,GE Aerospace,Arkansas City,Posted Today,1 yrs,https://geaerospace.wd5.myworkdayjobs.com/en-US/GE_ExternalSite/job/Arkansas-City/Data-Entry-Specialist_R5035451-1,2026-06-04 07:06
