title,company,location,posted,link,found_on
Generative AI Engineer,Ford Motor Company,"Dearborn, MI, United States",Posted Today,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/63179,2026-05-05 19:42
