title,company,location,posted,link,found_on
Data Engineer,Ford Motor Company,"Dearborn, MI, United States",Posted Today,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/63354,2026-05-05 15:42
Data Engineer,Ford Motor Company,"Dearborn, MI, United States",Posted Today,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/63390,2026-05-05 22:12
Data Engineer II IS - Remote,Providence Health & Services,"Portland, OR, United States",Posted 1 Day Ago,https://evac.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/430906,2026-05-06 00:12
Data Engineer- Full Stack,Ford Motor Company,United States,Posted Today,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/62301,2026-05-07 22:12
Data Engineer I or II,Southern Company,"Atlanta, GA, United States",Posted Today,https://emje.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/SouthernCompanyJobs/job/18886,2026-05-08 17:12
Mission Systems Data Engineer VFDE,SAIC,"San Diego, CA, United States",Posted Today,https://eihu.fa.us8.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/2612344,2026-05-08 21:12
Data Engineer I IS - Remote,Providence Health & Services,"Renton, WA, United States",Posted Today,https://evac.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/432054,2026-05-11 18:03
