title,company,location,posted,experience,link,found_on
"Data Steward, Manufacturing",Kimberly-Clark,2 Locations,Posted Today,—,https://kimberlyclark.wd1.myworkdayjobs.com/en-US/GLOBAL/job/Brazil--Sao-Paulo/Data-Steward--Manufacturing_885755-2,2026-06-03 18:36
Retail Product & Data Specialist,Hy-Vee,"Des Moines #1, MLK Jr Parkway, Des Moines, IA",Posted Today,—,https://hyvee.wd1.myworkdayjobs.com/en-US/HyveeCareers/job/Des-Moines-1-MLK-Jr-Parkway-Des-Moines-IA/Retail-Product---Data-Specialist_R235552-1,2026-06-04 09:16
