title,company,location,posted,link,found_on
Data Scientist,Southern Company,"Atlanta, GA, United States",Posted 1 Day Ago,https://emje.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/SouthernCompanyJobs/job/16407,2026-05-02 16:53
Fixed Income Data Scientist,Tradeweb Markets,"New York, NY, United States",Posted 1 Day Ago,https://ecnf.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/301695,2026-05-02 16:57
