title,company,location,posted,link,found_on
Cleared Data Scientist,Guidehouse,"US - DC, Washington",Posted Today,https://guidehouse.wd1.myworkdayjobs.com/en-US/External/job/US---DC-Washington/Cleared-Data-Scientist_38698,2026-05-01 21:02
Associate Data Scientist,BlueCross BlueShield of Tennessee,"USA, TN, Chattanooga, Remote",Posted Today,https://bcbst.wd1.myworkdayjobs.com/en-US/External/job/USA-TN-Chattanooga-Remote/Associate-Data-Scientist_R-49629,2026-05-01 21:03
"Data Scientist- Modeling & Management, AML- AVP",Citigroup,Tampa Florida United States,Posted Today,https://citi.wd5.myworkdayjobs.com/en-US/2/job/Tampa-Florida-United-States/Data-Scientist--Modeling---Management--AML--AVP_26936608,2026-05-02 03:13
Applied AI Data Scientist,The Hartford Financial Services,"Hartford, CT",Posted Today,https://thehartford.wd5.myworkdayjobs.com/en-US/Careers_External/job/Hartford-CT/Applied-AI-Scientist_R2623835,2026-05-02 03:22
Data Scientist,CACI International,US VA Fort Belvoir,Posted Today,https://caci.wd1.myworkdayjobs.com/en-US/External/job/US-VA-Fort-Belvoir/Data-Scientist_325577,2026-05-02 03:23
"Data Scientist, Reuters",Thomson Reuters,,Posted Today,https://thomsonreuters.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/United-States-of-America-New-York-New-York/Data-Scientist--Reuters_JREQ200279,2026-05-02 03:26
