title,company,location,posted,link,found_on
Data Engineer,Guidehouse,US - Remote (Any location),Posted Today,https://guidehouse.wd1.myworkdayjobs.com/en-US/External/job/US---Remote-Any-location/Data-Engineer_38787,2026-05-01 15:41
Software & Data Engineer – Financial Technology - Launch Program,SS&C Technologies,"Union, NJ",Posted Today,https://ssctech.wd1.myworkdayjobs.com/en-US/SSCTechnologies/job/Union-NJ/Software---Data-Engineer---Financial-Technology---Launch-Program_R42203,2026-05-01 15:44
Data Engineer II,Centene Corporation,Remote-MN,Posted Today,https://centene.wd5.myworkdayjobs.com/en-US/Centene_External/job/Remote-MN/Data-Engineer-II_1635734,2026-05-01 15:45
"Data Engineer, Supply Chain Planning",Becton Dickinson,USA NJ - Franklin Lakes,Posted Today,https://bdx.wd1.myworkdayjobs.com/en-US/EXTERNAL_CAREER_SITE_USA/job/USA-NJ---Franklin-Lakes/Data-Engineer--Supply-Chain-Planning_R-544010-1,2026-05-01 15:47
